title,popularity_fixed,genero1,genero2,genero3,cluster,genres
The Amityville Horror,0.0,Drama,Horror,Thriller,0,Drama Horror Thriller
The Amityville Curse,0.0,Horror,,,0,Horror
Blood for Dracula,0.0,Horror,,,0,Horror
April Fool's Day,5.0,Horror,Mystery,,0,Horror Mystery
Audrey Rose,0.0,Fantasy,Drama,Horror,0,Fantasy Drama Horror
The Believers,0.0,Crime,Drama,Horror,-1,Crime Drama Horror
The Birds,2.5,Horror,,,-1,Horror
The Blob,0.24,Horror,Science,Fiction,-1,Horror Science Fiction
Blood Beach,2.0,Science,Fiction,Horror,0,Science Fiction Horror
Body Parts,0.0,Horror,Thriller,,0,Horror Thriller
The Body Snatcher,0.0,Thriller,Horror,,0,Thriller Horror
Dracula,40.0,Romance,Horror,,0,Romance Horror
Bride of Frankenstein,0.39375,Horror,Science,Fiction,0,Horror Science Fiction
Burnt Offerings,0.0,Horror,,,0,Horror
Candyman,6.0,Drama,Horror,Thriller,0,Drama Horror Thriller
Cape Fear,35.0,Crime,Thriller,,0,Crime Thriller
Cape Fear,0.0,Drama,Thriller,,0,Drama Thriller
Carrie,1.8,Horror,Thriller,,103,Horror Thriller
Cat People,0.0,Drama,Fantasy,Horror,0,Drama Fantasy Horror
A Nightmare on Elm Street,1.8,Horror,,,0,Horror
Nosferatu,0.0,Fantasy,Horror,,-1,Fantasy Horror
Vampire in Venice,0.0,Horror,,,12,Horror
The Omen,2.8,Horror,Thriller,,0,Horror Thriller
Blood and Wine,26.0,Crime,Drama,Thriller,0,Crime Drama Thriller
Albino Alligator,6.0,Crime,Drama,Thriller,104,Crime Drama Thriller
The Mirror Has Two Faces,42.0,Comedy,Drama,Romance,0,Comedy Drama Romance
Breaking the Waves,0.0,Drama,Romance,,-1,Drama Romance
Nightwatch,0.0,Action,Drama,Horror,-1,Action Drama Horror
Star Trek: First Contact,46.0,Science,Fiction,Action,0,Science Fiction Action
Shine,0.0,Drama,,,-1,Drama
Sling Blade,1.0,Drama,,,57,Drama
Jingle All the Way,60.0,Family,Comedy,,0,Family Comedy
Identification of a Woman,0.0,Romance,Drama,,0,Romance Drama
Paradise Lost: The Child Murders at Robin Hood Hills,0.0,Documentary,Drama,,0,Documentary Drama
The Preacher's Wife,40.0,Fantasy,Drama,Comedy,0,Fantasy Drama Comedy
Zero Kelvin,2.535,Drama,Thriller,,82,Drama Thriller
Ridicule,3.0,Comedy,Drama,Romance,-1,Comedy Drama Romance
The Crucible,25.0,Drama,History,,-1,Drama History
101 Dalmatians,54.0,Comedy,Family,,105,Comedy Family
The Forbidden Christ,0.0,Drama,,,0,Drama
I Can't Sleep,0.0,Drama,Mystery,,0,Drama Mystery
Die Hard 2,70.0,Action,Thriller,,0,Action Thriller
Star Trek: The Motion Picture,35.0,Science,Fiction,Adventure,0,Science Fiction Adventure
Star Trek VI: The Undiscovered Country,27.0,Science,Fiction,Action,0,Science Fiction Action
Star Trek V: The Final Frontier,30.0,Science,Fiction,Action,0,Science Fiction Action
Star Trek II: The Wrath of Khan,12.0,Action,Adventure,Science,0,Action Adventure Science
Star Trek III: The Search for Spock,18.0,Science,Fiction,Action,0,Science Fiction Action
Star Trek IV: The Voyage Home,24.0,Science,Fiction,Adventure,0,Science Fiction Adventure
Batman Returns,80.0,Action,Fantasy,,0,Action Fantasy
Young Guns,13.0,Crime,Action,Adventure,0,Crime Action Adventure
Young Guns II,20.0,Western,Adventure,,0,Western Adventure
Grease,6.0,Romance,,,106,Romance
Grease 2,13.2,Comedy,Drama,Family,106,Comedy Drama Family
Marked for Death,12.0,Action,Thriller,,0,Action Thriller
Adrenalin: Fear the Rush,0.0,Action,Science,Fiction,0,Action Science Fiction
The Substance of Fire,0.0,Drama,,,-1,Drama
Under Siege,35.0,Action,Thriller,,0,Action Thriller
Terror in a Texas Town,0.0,Action,Western,,0,Action Western
Jaws,7.0,Horror,Thriller,Adventure,107,Horror Thriller Adventure
Jaws 2,20.0,Horror,Thriller,,107,Horror Thriller
Jaws 3-D,20.5,Thriller,Horror,,107,Thriller Horror
My Fellow Americans,0.0,Comedy,Drama,,-1,Comedy Drama
Mars Attacks!,70.0,Comedy,Fantasy,Science,-1,Comedy Fantasy Science
Citizen Ruth,3.0,Drama,Comedy,,83,Drama Comedy
Jerry Maguire,50.0,Comedy,Drama,Romance,-1,Comedy Drama Romance
Raising Arizona,6.0,Comedy,Crime,,-1,Comedy Crime
Tin Men,0.0,Comedy,Drama,,0,Comedy Drama
Sneakers,0.0,Comedy,Crime,Drama,-1,Comedy Crime Drama
Bastard Out of Carolina,0.0,Drama,,,-1,Drama
In Love and War,0.0,Drama,Romance,,0,Drama Romance
Marvin's Room,23.0,Drama,,,0,Drama
Somebody Is Waiting,0.0,Drama,,,1,Drama
Ghosts of Mississippi,0.0,History,Drama,,-1,History Drama
Night Falls on Manhattan,0.0,Drama,Crime,,0,Drama Crime
Beavis and Butt-Head Do America,12.0,Animation,Comedy,,0,Animation Comedy
La Cérémonie,0.0,Drama,Thriller,,15,Drama Thriller
Scream,14.0,Crime,Horror,Mystery,65,Crime Horror Mystery
The Last of the Mohicans,40.0,Action,Adventure,Drama,-1,Action Adventure Drama
Michael,0.0,Comedy,Drama,Fantasy,0,Comedy Drama Fantasy
The Evening Star,0.0,Drama,Romance,Family,0,Drama Romance Family
Hamlet,0.0,Drama,,,108,Drama
Some Mother's Son,0.0,Drama,History,,0,Drama History
The Whole Wide World,1.3,Drama,Romance,,0,Drama Romance
Mother,0.0,Comedy,,,0,Comedy
Thieves,0.0,Romance,Crime,Drama,0,Romance Crime Drama
Evita,55.0,History,Drama,Music,-1,History Drama Music
The Portrait of a Lady,0.0,Drama,Romance,,0,Drama Romance
Walkabout,0.0,Adventure,Drama,,-1,Adventure Drama
Message to Love: The Isle of Wight Festival,0.0,Documentary,Music,,0,Documentary Music
Murder at 1600,0.0,Action,Drama,Mystery,0,Action Drama Mystery
Hearts and Minds,0.5,Drama,Thriller,Documentary,0,Drama Thriller Documentary
Inside,0.0,Crime,Drama,TV,-1,Crime Drama TV
Fierce Creatures,0.0,Comedy,Romance,,0,Comedy Romance
Zeus & Roxanne,0.0,Action,Adventure,Comedy,-1,Action Adventure Comedy
Turbulence,55.0,Action,Thriller,Crime,-1,Action Thriller Crime
Angel Baby,0.0,Drama,,,8,Drama
First Strike,0.0,Action,Adventure,Comedy,-1,Action Adventure Comedy
Underworld,0.0,Drama,Action,Comedy,-1,Drama Action Comedy
Beverly Hills Ninja,0.0,Action,Comedy,,0,Action Comedy
Metro,55.0,Action,Adventure,Comedy,-1,Action Adventure Comedy
The Machine,0.0,Horror,Thriller,Science,-1,Horror Thriller Science
Falling in Love Again,0.0,Drama,Romance,,0,Drama Romance
The Cement Garden,0.0,Drama,,,0,Drama
Dante's Peak,116.0,Action,Adventure,Thriller,48,Action Adventure Thriller
Meet Wally Sparks,0.0,Comedy,,,0,Comedy
Amos & Andrew,0.0,Action,Comedy,,-1,Action Comedy
Benny & Joon,0.0,Comedy,Drama,Romance,109,Comedy Drama Romance
Prefontaine,8.0,Drama,Romance,,-1,Drama Romance
A Tickle in the Heart,0.0,Documentary,,,0,Documentary
Guantanamera,0.0,Drama,Comedy,Romance,-1,Drama Comedy Romance
McHale's Navy,0.0,Action,Comedy,Romance,-1,Action Comedy Romance
Kolya,0.0,Music,Drama,Comedy,-1,Music Drama Comedy
Gridlock'd,0.0,Crime,Drama,Comedy,-1,Crime Drama Comedy
Fire on the Mountain,0.0,Documentary,,,0,Documentary
Waiting for Guffman,0.0,Music,Comedy,,1,Music Comedy
Prisoner of the Mountains,0.0,Drama,War,,0,Drama War
The Beautician and the Beast,16.0,Comedy,Romance,,0,Comedy Romance
SubUrbia,0.0,Comedy,Drama,,-1,Comedy Drama
Hotel de Love,0.0,Comedy,Foreign,Romance,0,Comedy Foreign Romance
The Pest,17.0,Action,Comedy,,-1,Action Comedy
Fools Rush In,0.0,Drama,Comedy,Romance,0,Drama Comedy Romance
Touch,0.0,Action,Comedy,Drama,0,Action Comedy Drama
Absolute Power,50.0,Crime,Drama,Thriller,0,Crime Drama Thriller
That Darn Cat,0.0,Comedy,Family,,0,Comedy Family
Vegas Vacation,25.0,Comedy,,,0,Comedy
Unforgotten: Twenty-Five Years After Willowbrook,0.0,,,,-1,
That Old Feeling,0.0,Comedy,Drama,Romance,0,Comedy Drama Romance
Lost Highway,15.0,Drama,Thriller,Mystery,0,Drama Thriller Mystery
Rosewood,30.0,Drama,History,,-1,Drama History
Donnie Brasco,35.0,Crime,Drama,Thriller,-1,Crime Drama Thriller
Salut cousin !,0.0,Comedy,,,110,Comedy
Booty Call,0.0,Comedy,,,-1,Comedy
Rhyme & Reason,0.0,Documentary,,,-1,Documentary
Boys Life 2,0.0,Drama,Romance,,0,Drama Romance
City of Industry,8.0,Crime,Thriller,Drama,0,Crime Thriller Drama
Best Men,1.0,Comedy,Romance,,0,Comedy Romance
Jungle 2 Jungle,0.0,Comedy,Family,,42,Comedy Family
Kama Sutra - A Tale of Love,3.0,Drama,History,Romance,0,Drama History Romance
Private Parts,28.0,Comedy,Drama,,0,Comedy Drama
Love Jones,10.0,Comedy,Drama,Romance,0,Comedy Drama Romance
The Saint,68.0,Thriller,Action,Romance,54,Thriller Action Romance
Smilla's Sense of Snow,35.0,Action,Crime,Drama,4,Action Crime Drama
The Van,0.0,Comedy,Drama,,-1,Comedy Drama
Crash,10.0,Drama,Thriller,Romance,-1,Drama Thriller Romance
The Daytrippers,0.0,Comedy,Drama,Mystery,-1,Comedy Drama Mystery
Liar Liar,45.0,Comedy,,,111,Comedy
The Quiet Room,0.0,Drama,Foreign,,0,Drama Foreign
Selena,20.0,Drama,,,-1,Drama
The Devil's Own,90.0,Crime,Thriller,Drama,0,Crime Thriller Drama
Cats Don't Dance,32.0,Animation,Comedy,Family,0,Animation Comedy Family
B.A.P.S.,0.0,Action,Comedy,,-1,Action Comedy
Love and Other Catastrophes,0.0,Comedy,Romance,,0,Comedy Romance
Turbo: A Power Rangers Movie,10.0,Action,Adventure,Family,0,Action Adventure Family
Anna Karenina,35.0,Drama,Romance,,-1,Drama Romance
Double Team,30.0,Action,Science,Fiction,0,Action Science Fiction
Inventing the Abbotts,0.0,Drama,Romance,,-1,Drama Romance
Anaconda,45.0,Adventure,Horror,Thriller,-1,Adventure Horror Thriller
Grosse Pointe Blank,0.0,Action,Comedy,Thriller,112,Action Comedy Thriller
Keys to Tulsa,0.0,Crime,Drama,Thriller,-1,Crime Drama Thriller
Kissed,0.0,Romance,Drama,,113,Romance Drama
8 Heads in a Duffel Bag,0.0,Comedy,Crime,,-1,Comedy Crime
Hollow Reed,0.0,Drama,,,114,Drama
Paradise Road,16.0,War,Drama,History,0,War Drama History
Traveller,0.0,Drama,Crime,,-1,Drama Crime
All Over Me,0.0,Drama,Romance,,-1,Drama Romance
A Brother's Kiss,0.0,Drama,,,0,Drama
A Chef in Love,0.0,Drama,Comedy,Romance,0,Drama Comedy Romance
Romy and Michele's High School Reunion,0.0,Comedy,,,0,Comedy
Temptress Moon,0.0,Drama,Foreign,Romance,0,Drama Foreign Romance
Volcano,90.0,Science,Fiction,Action,-1,Science Fiction Action
Children of the Revolution,0.0,Comedy,Drama,,0,Comedy Drama
Austin Powers: International Man of Mystery,16.5,Science,Fiction,Comedy,0,Science Fiction Comedy
Breakdown,36.0,Drama,Action,Thriller,0,Drama Action Thriller
Broken English,0.0,Romance,Drama,,13,Romance Drama
Commandments,0.0,Comedy,Drama,Romance,-1,Comedy Drama Romance
Ripe,0.0,Drama,,,-1,Drama
"Truth or Consequences, N.M.",0.0,Action,Crime,Drama,0,Action Crime Drama
The Turning,0.0,Drama,,,-1,Drama
Warriors of Virtue,0.0,Fantasy,Family,Action,36,Fantasy Family Action
Fathers' Day,85.0,Comedy,Family,,0,Comedy Family
The Fifth Element,90.0,Adventure,Fantasy,Action,-1,Adventure Fantasy Action
Intimate Relations,0.0,,,,-1,
Nowhere,0.0,Science,Fiction,Drama,-1,Science Fiction Drama
Losing Chase,0.0,Drama,Romance,,35,Drama Romance
Sprung,0.0,Comedy,Romance,,-1,Comedy Romance
Le Bonheur,0.0,Drama,Romance,,71,Drama Romance
Love! Valour! Compassion!,2.0,Drama,,,0,Drama
Shall We Dance?,0.0,Music,Comedy,Drama,0,Music Comedy Drama
The Second Jungle Book: Mowgli & Baloo,0.0,Adventure,Family,,42,Adventure Family
Twin Town,0.0,Comedy,Drama,,0,Comedy Drama
Addicted to Love,0.0,Comedy,Romance,,0,Comedy Romance
Brassed Off,0.0,Comedy,Romance,Drama,-1,Comedy Romance Drama
The Designated Mourner,0.0,,,,-1,
The Lost World: Jurassic Park,73.0,Adventure,Action,Science,0,Adventure Action Science
Ponette,0.0,Drama,Foreign,,-1,Drama Foreign
Schizopolis,0.0,Comedy,,,-1,Comedy
Shiloh,0.0,Drama,Family,,-1,Drama Family
The War at Home,0.0,Drama,,,0,Drama
Rough Magic,0.0,Comedy,Drama,Romance,0,Comedy Drama Romance
Trial and Error,0.0,Comedy,Romance,,24,Comedy Romance
Buddy,0.0,Adventure,Comedy,Family,0,Adventure Comedy Family
Con Air,75.0,Action,Thriller,Crime,0,Action Thriller Crime
Late Bloomers,0.0,,,,0,
The Pillow Book,0.0,Drama,Foreign,Romance,42,Drama Foreign Romance
To Have (Or Not),0.0,Drama,Romance,,-1,Drama Romance
Speed 2: Cruise Control,160.0,Action,Adventure,Thriller,43,Action Adventure Thriller
Squeeze,0.5,Crime,Drama,,0,Crime Drama
Sudden Manhattan,0.0,Comedy,Thriller,,0,Comedy Thriller
The Next Step,0.0,,,,-1,
Wedding Bell Blues,0.0,Comedy,Romance,,0,Comedy Romance
Batman & Robin,125.0,Action,Crime,Fantasy,0,Action Crime Fantasy
Dream with the Fishes,0.0,Comedy,,,0,Comedy
Roseanna's Grave,0.0,Comedy,Romance,Drama,38,Comedy Romance Drama
Head Above Water,0.0,Comedy,Thriller,,0,Comedy Thriller
Hercules,85.0,Animation,Family,Fantasy,-1,Animation Family Fantasy
The Last Time I Committed Suicide,0.0,Drama,,,0,Drama
MURDER and murder,0.0,Drama,Romance,,0,Drama Romance
My Best Friend's Wedding,38.0,Comedy,Romance,,0,Comedy Romance
Tetsuo II: Body Hammer,0.0,Science,Fiction,Horror,0,Science Fiction Horror
When the Cat's Away,0.0,Comedy,,,0,Comedy
Contempt,0.9,Drama,,,-1,Drama
Face/Off,80.0,Action,Crime,Science,0,Action Crime Science
Fall,0.0,Drama,Romance,,0,Drama Romance
Gabbeh,0.0,Drama,Mystery,Romance,-1,Drama Mystery Romance
Mondo,0.0,Drama,,,-1,Drama
The Innocent Sleep,0.0,Thriller,,,0,Thriller
For Ever Mozart,0.0,Drama,Comedy,War,75,Drama Comedy War
Men in Black,90.0,Action,Adventure,Comedy,0,Action Adventure Comedy
Out to Sea,0.0,Comedy,Romance,,0,Comedy Romance
Wild America,0.0,Family,,,0,Family
A Simple Wish,28.0,Adventure,Comedy,Family,0,Adventure Comedy Family
Contact,90.0,Drama,Science,Fiction,0,Drama Science Fiction
Love Serenade,0.0,Comedy,Foreign,Romance,0,Comedy Foreign Romance
G.I. Jane,50.0,Action,Drama,,64,Action Drama
Conan the Barbarian,20.0,Adventure,Fantasy,Action,-1,Adventure Fantasy Action
George of the Jungle,55.0,Adventure,Comedy,Family,42,Adventure Comedy Family
Cop Land,15.0,Action,Crime,Drama,0,Action Crime Drama
Event Horizon,60.0,Horror,Science,Fiction,0,Horror Science Fiction
Spawn,40.0,Action,Adventure,Fantasy,-1,Action Adventure Fantasy
Air Bud,3.0,Comedy,Family,Drama,0,Comedy Family Drama
Picture Perfect,19.0,Comedy,Romance,,0,Comedy Romance
In the Company of Men,0.0,Comedy,Drama,,0,Comedy Drama
Free Willy 3: The Rescue,0.0,Adventure,,,0,Adventure
Career Girls,0.0,Drama,,,0,Drama
Conspiracy Theory,75.0,Action,Drama,Mystery,0,Action Drama Mystery
Desperate Measures,50.0,Action,Drama,Thriller,87,Action Drama Thriller
Steel,16.0,Science,Fiction,Action,-1,Science Fiction Action
She's So Lovely,18.0,Drama,Romance,Thriller,-1,Drama Romance Thriller
Hoodlum,30.0,Crime,Drama,,-1,Crime Drama
Leave it to Beaver,0.0,Adventure,Comedy,Drama,-1,Adventure Comedy Drama
Mimic,30.0,Fantasy,Horror,Thriller,-1,Fantasy Horror Thriller
Money Talks,0.0,Action,Adventure,Comedy,0,Action Adventure Comedy
Excess Baggage,0.0,Action,Comedy,Romance,-1,Action Comedy Romance
Kull the Conqueror,0.0,Adventure,Fantasy,Action,-1,Adventure Fantasy Action
Air Force One,85.0,Action,Thriller,,0,Action Thriller
One Eight Seven,20.0,Drama,Thriller,,0,Drama Thriller
The Hunt for Red October,30.0,Action,Adventure,Thriller,0,Action Adventure Thriller
My Own Private Idaho,2.5,Drama,Romance,,0,Drama Romance
"Kiss Me, Guido",0.0,Comedy,,,0,Comedy
Star Maps,0.0,Comedy,Drama,,0,Comedy Drama
In & Out,35.0,Comedy,Romance,,-1,Comedy Romance
The Edge,0.0,Action,Adventure,Drama,115,Action Adventure Drama
The Peacemaker,50.0,Action,Thriller,,-1,Action Thriller
L.A. Confidential,35.0,Crime,Drama,Mystery,-1,Crime Drama Mystery
Seven Years in Tibet,70.0,Adventure,Drama,History,0,Adventure Drama History
Kiss the Girls,27.0,Drama,Mystery,Thriller,0,Drama Mystery Thriller
Soul Food,0.0,Comedy,Drama,,0,Comedy Drama
Kicked in the Head,0.0,Comedy,Crime,Drama,0,Comedy Crime Drama
Wishmaster,5.0,Horror,,,-1,Horror
A Thousand Acres,0.0,Drama,,,-1,Drama
The Game,50.0,Drama,Thriller,Mystery,0,Drama Thriller Mystery
Fire Down Below,60.0,Action,Adventure,Crime,-1,Action Adventure Crime
U Turn,19.0,Thriller,,,-1,Thriller
The Locusts,0.0,Drama,Romance,,-1,Drama Romance
The Matchmaker,0.0,Comedy,Romance,,-1,Comedy Romance
The Assignment,0.0,Thriller,Action,Crime,0,Thriller Action Crime
A Smile Like Yours,0.0,Comedy,Romance,,0,Comedy Romance
Ulee's Gold,0.0,Drama,,,-1,Drama
The Ice Storm,18.0,Drama,,,-1,Drama
Stag,0.0,Thriller,,,-1,Thriller
Chasing Amy,0.25,Comedy,Drama,Romance,-1,Comedy Drama Romance
Def Jam's How to Be a Player,0.0,Comedy,Romance,,116,Comedy Romance
The Full Monty,3.5,Comedy,,,96,Comedy
Alive and Kicking,0.0,Comedy,Drama,,10,Comedy Drama
Mrs Brown,0.0,Drama,History,Romance,0,Drama History Romance
I Know What You Did Last Summer,17.0,Horror,Thriller,Mystery,0,Horror Thriller Mystery
The Devil's Advocate,57.0,Drama,Horror,Mystery,0,Drama Horror Mystery
RocketMan,16.0,Comedy,Family,Science,-1,Comedy Family Science
Playing God,12.0,Drama,Action,Thriller,0,Drama Action Thriller
The House of Yes,1.5,Comedy,Drama,,0,Comedy Drama
"Fast, Cheap & Out of Control",0.0,Documentary,,,-1,Documentary
Washington Square,0.0,Drama,Romance,,54,Drama Romance
Telling Lies In America,0.0,Music,Drama,,0,Music Drama
Year of the Horse,0.0,Documentary,Music,,0,Documentary Music
Gattaca,36.0,Thriller,Science,Fiction,-1,Thriller Science Fiction
FairyTale: A True Story,0.0,Fantasy,Drama,Mystery,0,Fantasy Drama Mystery
Phantoms,0.0,Horror,Science,Fiction,-1,Horror Science Fiction
Swept from the Sea,0.0,Drama,Romance,,0,Drama Romance
Wonderland,0.0,Documentary,,,0,Documentary
A Life Less Ordinary,12.0,Fantasy,Drama,Comedy,0,Fantasy Drama Comedy
Hurricane Streets,0.0,Romance,Crime,Drama,-1,Romance Crime Drama
Eve's Bayou,0.0,Drama,,,0,Drama
Switchback,37.0,Action,Adventure,Mystery,-1,Action Adventure Mystery
Gang Related,0.0,Action,Drama,,88,Action Drama
Stripes,10.0,Action,Comedy,,-1,Action Comedy
Nenette and Boni,0.0,Drama,,,-1,Drama
Bean,18.0,Comedy,,,-1,Comedy
Hugo Pool,0.0,Comedy,Romance,,-1,Comedy Romance
Mad City,50.0,Action,Drama,Thriller,0,Action Drama Thriller
One Night Stand,24.0,Drama,,,0,Drama
The Tango Lesson,0.0,Drama,Music,Romance,117,Drama Music Romance
Welcome to Sarajevo,0.0,War,Drama,History,0,War Drama History
Deceiver,0.0,Mystery,Crime,Drama,-1,Mystery Crime Drama
The Rainmaker,40.0,Drama,Crime,Thriller,-1,Drama Crime Thriller
Boogie Nights,15.0,Drama,,,55,Drama
Witness,12.0,Crime,Drama,Romance,25,Crime Drama Romance
Incognito,0.0,Crime,Thriller,,-1,Crime Thriller
Starship Troopers,105.0,Adventure,Action,Thriller,-1,Adventure Action Thriller
Critical Care,0.0,Comedy,Drama,,-1,Comedy Drama
The Joy Luck Club,11.0,Drama,,,8,Drama
Chairman of the Board,0.0,Comedy,,,-1,Comedy
Sliding Doors,6.0,Comedy,Drama,Fantasy,92,Comedy Drama Fantasy
Mortal Kombat: Annihilation,30.0,Action,Fantasy,Science,7,Action Fantasy Science
The Truman Show,60.0,Comedy,Drama,,-1,Comedy Drama
The Wings of the Dove,0.0,Drama,Romance,,0,Drama Romance
Mrs. Dalloway,0.0,Drama,Romance,,0,Drama Romance
"I Love You, I Love You Not",0.0,Drama,Family,Romance,0,Drama Family Romance
Red Corner,48.0,Crime,Drama,Thriller,0,Crime Drama Thriller
The Jackal,60.0,Action,Thriller,Adventure,-1,Action Thriller Adventure
Anastasia,53.0,Animation,Family,,-1,Animation Family
The Man Who Knew Too Little,20.0,Comedy,Thriller,Crime,0,Comedy Thriller Crime
Alien: Resurrection,70.0,Science,Fiction,Horror,0,Science Fiction Horror
Alien Escape,1.0,Horror,Science,Fiction,0,Horror Science Fiction
Amistad,36.0,Drama,History,Mystery,-1,Drama History Mystery
The Apostle,5.0,Drama,,,-1,Drama
Artemisia,0.0,Drama,History,,-1,Drama History
Bent,0.0,Drama,History,Romance,-1,Drama History Romance
Bang,0.0,Drama,,,-1,Drama
The Boys,0.0,Comedy,,,0,Comedy
The Butcher Boy,0.0,Comedy,Drama,,0,Comedy Drama
Deconstructing Harry,20.0,Comedy,Drama,,0,Comedy Drama
Flubber,80.0,Comedy,Family,Science,0,Comedy Family Science
For Richer or Poorer,35.0,Comedy,,,-1,Comedy
Good Will Hunting,10.0,Drama,,,0,Drama
Guy,0.0,,,,0,
Tar,0.0,,,,-1,
Home Alone 3,32.0,Comedy,Family,,0,Comedy Family
Ill Gotten Gains,0.0,Drama,,,-1,Drama
Man of Her Dreams,0.0,Horror,Drama,,0,Horror Drama
Midnight in the Garden of Good and Evil,35.0,Crime,Drama,Mystery,0,Crime Drama Mystery
MouseHunt,38.0,Comedy,Family,,-1,Comedy Family
Never Met Picasso,0.0,,,,0,
Office Killer,0.0,Comedy,Horror,Thriller,0,Comedy Horror Thriller
Other Voices Other Rooms,0.0,Drama,,,5,Drama
Scream 2,24.0,Horror,Mystery,,65,Horror Mystery
Stranger in the House,0.0,Thriller,,,0,Thriller
The Sweet Hereafter,5.0,Drama,,,0,Drama
Time Tracers,0.0,Science,Fiction,,0,Science Fiction
Titanic,200.0,Drama,Romance,Thriller,118,Drama Romance Thriller
Tomorrow Never Dies,110.0,Adventure,Action,Thriller,-1,Adventure Action Thriller
Twisted,0.0,Drama,,,-1,Drama
Full Speed,0.0,Romance,Drama,,43,Romance Drama
The Education of Little Tree,0.0,Drama,,,0,Drama
The Postman,80.0,Drama,Adventure,,9,Drama Adventure
The Horse Whisperer,60.0,Drama,Romance,,0,Drama Romance
The Winter Guest,0.0,Drama,,,-1,Drama
Jackie Brown,12.0,Comedy,Crime,Romance,0,Comedy Crime Romance
Kundun,28.0,Drama,,,-1,Drama
Mr. Magoo,30.0,Comedy,Family,,0,Comedy Family
The Big Lebowski,15.0,Comedy,Crime,,0,Comedy Crime
Afterglow,0.0,Drama,Romance,Comedy,-1,Drama Romance Comedy
My Life in Pink,0.0,Drama,Comedy,,0,Drama Comedy
Great Expectations,25.0,Comedy,Drama,Romance,0,Comedy Drama Romance
3 Ninjas: High Noon at Mega Mountain,0.0,Action,Comedy,Family,0,Action Comedy Family
Men of Means,0.0,Drama,Action,,0,Drama Action
Caught Up,0.0,Drama,Thriller,Crime,86,Drama Thriller Crime
Arguing the World,0.0,,,,0,
Firestorm,19.0,Action,Adventure,Thriller,-1,Action Adventure Thriller
Senseless,0.0,Comedy,Romance,,-1,Comedy Romance
Wag the Dog,15.0,Comedy,Drama,,0,Comedy Drama
Dark City,27.0,Mystery,Science,Fiction,0,Mystery Science Fiction
The Leading Man,0.0,Thriller,Drama,Romance,0,Thriller Drama Romance
Star Kid,0.0,Action,Adventure,Family,0,Action Adventure Family
Hard Rain,70.0,Thriller,,,0,Thriller
Half Baked,8.0,Comedy,Crime,,0,Comedy Crime
Fallen,0.0,Thriller,Fantasy,Crime,0,Thriller Fantasy Crime
Shooting Fish,3.0,Crime,Comedy,Romance,0,Crime Comedy Romance
The Prophecy II,0.0,Fantasy,Horror,Thriller,0,Fantasy Horror Thriller
Fallen Angels,0.0,Drama,Action,Romance,0,Drama Action Romance
Four Days in September,0.0,Action,Drama,Foreign,0,Action Drama Foreign
Spice World,25.0,Adventure,Fantasy,Drama,0,Adventure Fantasy Drama
Deep Rising,45.0,Adventure,Action,Horror,0,Adventure Action Horror
Tainted,0.0,Thriller,Comedy,,-1,Thriller Comedy
A Letter from Death Row,0.0,Drama,Crime,Mystery,0,Drama Crime Mystery
Music from Another Room,0.0,Comedy,Drama,Romance,0,Comedy Drama Romance
Mother and Son,0.0,Drama,,,0,Drama
The Replacement Killers,30.0,Action,Drama,Crime,0,Action Drama Crime
B. Monkey,0.0,Romance,Crime,Drama,61,Romance Crime Drama
The Night Flier,1.0,Mystery,Horror,Fantasy,0,Mystery Horror Fantasy
Blues Brothers 2000,28.0,Music,Action,Comedy,0,Music Action Comedy
Tokyo Fist,0.0,Romance,Action,Drama,-1,Romance Action Drama
Ride,0.0,Comedy,,,0,Comedy
The Wedding Singer,18.0,Romance,Comedy,,0,Romance Comedy
Sphere,75.0,Science,Fiction,,-1,Science Fiction
Ayn Rand: A Sense of Life,0.0,Documentary,,,0,Documentary
A Further Gesture,0.0,Drama,Thriller,Romance,-1,Drama Thriller Romance
Little City,0.0,Comedy,Romance,,0,Comedy Romance
Palmetto,0.0,Mystery,Thriller,Drama,-1,Mystery Thriller Drama
As Good as It Gets,50.0,Comedy,Romance,,0,Comedy Romance
King of New York,1.0,Thriller,Crime,,0,Thriller Crime
A Paralyzing Fear: The Story of Polio in America,0.0,Documentary,,,0,Documentary
Men with Guns,0.0,Drama,Crime,,0,Drama Crime
Twilight,0.0,Drama,Crime,Mystery,-1,Drama Crime Mystery
U.S. Marshals,60.0,Thriller,Crime,Action,-1,Thriller Crime Action
Welcome to Woop Woop,0.0,Music,Comedy,Fantasy,0,Music Comedy Fantasy
Love and Death on Long Island,0.0,Drama,Romance,Foreign,0,Drama Romance Foreign
Midaq Alley,0.0,Drama,,,-1,Drama
In God's Hands,0.0,Adventure,,,0,Adventure
Everest,0.0,Adventure,Documentary,,-1,Adventure Documentary
Hush,0.0,Drama,Thriller,,-1,Drama Thriller
Suicide Kings,0.0,Action,Comedy,Crime,0,Action Comedy Crime
The Man in the Iron Mask,0.0,Action,Adventure,Drama,0,Action Adventure Drama
The Newton Boys,27.0,Crime,Action,Drama,0,Crime Action Drama
Wild Things,20.0,Thriller,,,0,Thriller
Paulie,0.0,Comedy,Family,,-1,Comedy Family
"A Cool, Dry Place",0.0,Drama,Romance,,90,Drama Romance
Fireworks,0.0,Crime,Drama,,0,Crime Drama
Primary Colors,65.0,Comedy,Drama,,0,Comedy Drama
