title,runtime,release_year
The Dinosaur and the Missing Link: A Prehistoric Tragedy,5.0,1915
A Is for Autism,11.0,1992
7/G Rainbow Colony,185.0,2004
Jeff Ross Roasts Criminals: Live at Brazos County Jail,51.0,2015
Let It Shine,90.0,2012
Sinful Davey,95.0,1969
Further Adventures of the Wilderness Family,105.0,1978
Spud 2: The Madness Continues,91.0,2013
How to Sell a Banksy,85.0,2012
The Battle of Gettysburg,30.0,1955
My Sweet Little Village,98.0,1985
I Am Chris Farley,96.0,2015
The Secret Ways,112.0,1961
The Wild and the Innocent,84.0,1959
Apache Rifles,92.0,1964
Drums Across the River,78.0,1954
Heart of a Dog,113.0,1976
The Mill on the Po,96.0,1949
Get Smart's Bruce and Lloyd Out of Control,71.0,2008
"Chronic-Con, Episode 420: A New Dope",84.0,2015
Russell Brand - From Addiction to Recovery,60.0,2012
Russell Brand: End the Drugs War,57.0,2014
Battle for Sevastopol,110.0,2015
Snails in the Rain,82.0,2013
Under the Bed,87.0,2012
Another World,63.0,2014
Almost Mercy,84.0,2015
I've Been Waiting for You,90.0,1998
Nancy Drew,87.0,2002
"Csocsó, avagy éljen május elseje!",94.0,2001
Dollybirds,100.0,1997
Made in Hungaria,109.0,2009
Spirit of the Marathon,104.0,2008
Painted Skin: The Resurrection,131.0,2012
Sakura Killers,86.0,1987
The Rise and Rise of Michael Rimmer,94.0,1970
84C MoPic,90.0,1989
Deadly Chase,90.0,1978
Ghadi,100.0,2013
West,102.0,2013
Your Honor,92.0,1973
Dog Tags,93.0,1987
Nightmare,97.0,1981
A White Dress for Marialé,92.0,1972
Dragon Nest: Warriors' Dawn,88.0,2014
Harbinger Down,82.0,2015
The Bunker of the Last Gunshots,26.0,1981
Hollywood Vice Squad,101.0,1986
Curious George 2: Follow That Monkey!,80.0,2009
Death Comes to Pemberley,180.0,2013
American Ultra,96.0,2015
No Escape,103.0,2015
Straight Outta Compton,147.0,2015
Viva Algeria,113.0,2004
Ruined Heart: Another Love Story Between A Criminal & A Whore,73.0,2014
Dungeons & Dragons: The Book of Vile Darkness,90.0,2012
Twelve in a Box,93.0,2007
Cop Car,86.0,2015
The Keeper: The Legend of Omar Khayyam,95.0,2005
Company Limited,110.0,1971
Lassiter,100.0,1984
The Lost Room,270.0,2006
Eighteen,101.0,2005
Get Your Stuff,93.0,2000
The Man I Love,87.0,1997
10 Attitudes,87.0,2001
16 Wishes,90.0,2010
29th and Gay,87.0,2005
Almost Normal,90.0,2005
The Men Next Door,84.0,2012
Long-Term Relationship,97.0,2006
3-Day Weekend,84.0,2008
The Big Gay Musical,91.0,2009
The Biggest Fan,93.0,2002
Boy Crazy,25.0,2009
Carl Panzram: The Spirit of Hatred and Vengeance,80.0,2012
Conversations with Mother,90.0,2004
Puella Magi Madoka Magica the Movie Part I: Beginnings,131.0,2012
Pardon My Past,88.0,1945
A LEGO Brickumentary,93.0,2015
Houston,107.0,2013
Pasolini,87.0,2014
Happiness Runs,88.0,2010
"Helga, She Wolf of Spilberg",93.0,1977
How to Follow Strangers,86.0,2013
Smart Ass,90.0,2014
Taurus,94.0,2001
Bermuda Tentacles,126.0,2014
Sir Henry at Rawlinson End,71.0,1980
Midori,56.0,1992
Always - Sunset on Third Street,133.0,2005
Truck Turner,91.0,1974
Kano,185.0,2014
Beyond Beauty: Taiwan from Above,93.0,2013
Attack on Titan,90.0,2015
Sailor Moon S the Movie: Hearts in Ice,60.0,1994
Sailor Moon R: The Movie,61.0,1993
Sailor Moon Super S: The Movie,60.0,1995
Marco Polo,166.0,2007
Tangerine,87.0,2015
Merlin and the War of the Dragons,90.0,2008
Air,94.0,2015
Just Peck,90.0,2009
Götz von Berlichingen,,2014
009-1: The End of the Beginning,82.0,2013
The Legend of Secret Pass,92.0,2010
Witchville,87.0,2010
Dead Before Dawn 3D,88.0,2012
Savaged,91.0,2014
Modern Life,88.0,2008
13 Minutes,114.0,2015
I Kissed a Girl,98.0,2015
Dead Europe,84.0,2012
Every Secret Thing,93.0,2014
964 Pinocchio,97.0,1991
"Dagmar's Hot Pants, Inc.",85.0,1971
Inner Demons,85.0,2014
Women Who Flirt,97.0,2014
Hacker,90.0,2002
Khottabych,92.0,2006
Butterfly,103.0,2015
Do You See Me?,106.0,2014
Match,90.0,2014
Clandestinos,81.0,2007
The Past Is a Grotesque Animal,77.0,2014
Swallows and Amazons,96.0,2016
Boys in Brazil,90.0,2014
4 Moons,110.0,2014
Fashion Victims,105.0,2007
I Am Happiness on Earth,122.0,2014
The Road To Love,70.0,2001
Summer Nights,104.0,2014
Holiday,82.0,2014
Love in First Class,95.0,1980
Ernesto,98.0,1979
Malicious,93.0,1973
Mother's Heart,92.0,1969
Come Play with Me,94.0,1968
Treasure Guards,90.0,2011
Joy,124.0,2015
Shut Up Little Man! An Audio Misadventure,90.0,2011
Tracks,92.0,2005
Blindside,98.0,1987
Vettaiyaadu Vilaiyaadu,160.0,2006
Azazel,208.0,2002
The Turkish Gambit,130.0,2005
Iron & Blood: The Legend of Taras Bulba,130.0,2009
The PyraMMMid,105.0,2011
Google Me,97.0,2008
Daisy Town,71.0,1971
Next Goal Wins,97.0,2014
Bad Faith,0.0,2006
Amnesiac,90.0,2015
I Am the Law,0.0,1977
The Climber,102.0,1975
Star Spangled Girl,93.0,1971
Supersonic Man,88.0,1979
Final Accord,100.0,1936
Pillars of Society,78.0,1935
The Girl from the Marsh Croft,82.0,1935
La Habanera,98.0,1937
Deck the Halls,88.0,2011
One. Two. One,79.0,2011
Cure: The Life of Another,83.0,2014
Library Wars,128.0,2013
Ditto,112.0,2000
Victor Frankenstein,109.0,2015
Rembetiko,110.0,1983
Sholem Aleichem: Laughing In The Darkness,93.0,2012
Broadway Musicals: A Jewish Legacy,90.0,2013
The Fall of the Essex Boys,87.0,2012
Every Little Thing,105.0,1997
Three Miles North of Molkom,107.0,2008
Animalympics,78.0,1980
The Sensuous Nurse,90.0,1975
4 Minute Mile,96.0,2014
Get a Clue,83.0,2002
Questi fantasmi,,1962
Sogno di una notte di mezza sbornia,,1959
Industrial Soundtrack for the Urban Decay,52.0,2015
The Last House on the Beach,86.0,1978
Theeb‎‎,100.0,2014
California City,84.0,2014
Journey to Space,42.0,2015
The Widow Couderc,92.0,1971
Manjhi The Mountain Man,121.0,2015
Masaan,109.0,2015
Homies,0.0,2015
Uomo e galantuomo,,1975
The Divine Weapon,134.0,2008
The Fascist,100.0,1961
Crazy Desire,110.0,1962
The Black Sheep,110.0,1968
I Married You For Fun,100.0,1967
How I Learned to Love Women,110.0,1966
El Greco,95.0,1966
Carmen & Geoffrey,80.0,2005
Being Evel,100.0,2015
Sujata,161.0,1960
Devdas,159.0,1955
The Courageous Heart of Irena Sendler,95.0,2009
Losers Take All,0.0,2013
The One That Got Away,106.0,1957
Salem Falls,84.0,2011
Sharpe's Challenge,138.0,2006
Ferat Vampire,93.0,1982
Go Away Mr. Tumor,128.0,2015
Brothers,156.0,2015
FAQs,90.0,2005
The Iceman and the Psychiatrist,48.0,2004
Dave Attell: Road Work,42.0,2014
Guardians,100.0,2017
Green Snake,99.0,1993
Nuts in May,84.0,1976
The Short & Curlies,18.0,1987
The Terror Live,97.0,2013
The Angrez,110.0,2006
Alibi Ike,72.0,1935
Ab Tak Chhappan,0.0,2004
Taxi No. 9 2 11: Nau Do Gyarah,116.0,2006
Arthur 3: The War of the Two Worlds,101.0,2010
Beau Geste,102.0,1926
Bloodwork,100.0,2012
Body Slam,89.0,1987
Captive,120.0,2012
Cheyenne,99.0,1947
Close to My Heart,90.0,1951
"Get Smart, Again!",96.0,1989
OPA!,100.0,2005
Thumb Tripping,94.0,1972
The Harrad Experiment,95.0,1973
Corleone,108.0,1978
The Last House on Dead End Street,78.0,1973
Death of a Doctor,122.0,1991
Cry of the Wounded,144.0,1980
The Wistful Widow of Wagon Gap,78.0,1947
The Greatest Ears in Town: The Arif Mardin Story,100.0,2010
Petunia,112.0,2013
Pregnancy Pact,87.0,2010
Dark Corners,92.0,2006
Animals,88.0,2008
Demetri Martin: Live (At The Time),61.0,2015
Flashback,95.0,2000
Flashback,106.0,1969
Flight Angels,74.0,1940
Government Girl,93.0,1943
Having Wonderful Time,70.0,1938
A Hill in Korea,80.0,1956
Hendrix,100.0,2000
Her Cardboard Lover,93.0,1942
Hero's Island,0.0,1962
Holy Matrimony,87.0,1943
Hard Time: Hostage Hotel,88.0,1999
In the Arms of a Killer,93.0,1992
It's Tough to Be Famous,79.0,1932
Moving Target,106.0,1996
Out on a Limb,235.0,1987
Peter Pan,104.0,2000
Peter Pan,105.0,1924
"Rock, Paper, Scissors",100.0,2012
Round Trip to Heaven,97.0,1992
Society Lawyer,77.0,1939
Street Kings 2: Motor City,93.0,2011
Tapped Out,105.0,2014
The 25th Hour,121.0,1967
The Cabining,0.0,2014
The Marseille Contract,89.0,1974
Jo,85.0,1971
The Great Garrick,89.0,1937
The Naked and the Dead,131.0,1958
The Narrow Corner,69.0,1933
The Premonition,94.0,1976
Tio Papi,90.0,2013
Breaking at the Edge,0.0,2013
Who's Minding The Mint?,97.0,1967
Spiderwebhouse,90.0,2015
Cyber Wars,103.0,2004
Spoiler,99.0,1998
Meatball Machine,90.0,2005
Chop,98.0,2011
Deathline,93.0,1997
Cyber City Oedo 808,149.0,1990
"Hard Revenge, Milly: Bloody Battle",74.0,2009
"Hard Revenge, Milly",44.0,2008
The Battle of Chernobyl,93.0,2006
Sugarhouse,90.0,2007
Water Damage,98.0,1999
True Skin,6.0,2012
One Man Force,92.0,1989
Terminal Justice,94.0,1996
Humanity's End,86.0,2009
The Madness of Youth,71.0,1960
My Twentieth Century,104.0,1989
Time Stands Still,99.0,1982
Kill Your Friends,100.0,2015
Nina Forever,98.0,2015
Equals,101.0,2015
Invincible Shaolin,98.0,1978
Star Trek: Renegades,88.0,2015
Scouts Guide to the Zombie Apocalypse,93.0,2015
Racquet,87.0,1979
We Come as Friends,110.0,2014
Portrait of Jason,105.0,1967
Muhammad: The Messenger of God,171.0,2015
Sexy Evil Genius,85.0,2013
Paranormal Activity: Tokyo Night,91.0,2010
Suffragette,106.0,2015
Eskimo,117.0,1933
Joker Game,108.0,2015
Guidance,83.0,2014
The 7th Day,103.0,2004
Sweet Bean,113.0,2015
My Friend Victoria,95.0,2014
Dégradé,85.0,2015
War,106.0,2014
Flowers,99.0,2014
Los tontos y los estúpidos,,2014
Stand,87.0,2014
The Marquis,88.0,2011
Hate Crime,104.0,2006
Thief,360.0,2006
Clannad: The Motion Picture,94.0,2007
Interviews with My Lai Veterans,22.0,1971
Vanishing of the Bees,96.0,2009
Rising from Ashes,82.0,2013
Extinction: The G.M.O. Chronicles,114.0,2011
The New Black,80.0,2014
Oscenità,84.0,1980
Keep On Keepin’ On,86.0,2014
"Andrew Jenks, Room 335",90.0,2008
The 50 Year Argument,95.0,2014
Peppermint Frappe,92.0,1967
From a Place of Darkness,84.0,2008
In the Dust of the Stars,98.0,1976
Lost Rivers,72.0,2013
The High Sun,123.0,2015
Blades of Blood,108.0,2010
Memory Vague,33.0,2009
Young Girls in Black,85.0,2010
The Hunchback of Notre Dame II,68.0,2002
HK: Forbidden Super Hero,90.0,2013
Lollipop Monster,90.0,2011
Starve,98.0,2014
Moscow-Cassiopeia,85.0,1973
Mythica: The Darkspore,108.0,2015
Assassins Tale,91.0,2013
Fort Tilden,95.0,2014
Some Voices,101.0,2000
Slimtime,8.0,2010
Moss,163.0,2010
Wanderlust,84.0,2006
The Price of Sex,73.0,2011
Lúdas Matyi,0.0,1977
As One,127.0,2012
Retrieval,103.0,2006
Gun-shy,105.0,2003
Veteran,124.0,2015
Assassination,140.0,2015
Race to Nowhere,85.0,2009
Turbo Kid,95.0,2015
Oh How It Hurts 66,99.0,1966
Wasted on the Young,97.0,2010
Dadnapped,84.0,2009
Disappearing Acts,115.0,2000
¿Quién mató a Bambi?,0.0,2013
Bergman Island,85.0,2004
Billy Wilder Speaks,71.0,2006
Body and Soul,102.0,1925
Evergreen,94.0,1934
One Love,0.0,2011
Let There Be Light,58.0,1946
Paulina,103.0,2015
Report from the Aleutians,47.0,1943
The Princess of Nebraska,77.0,2008
The Absent,80.0,2014
Mademoiselle Fifi,69.0,1944
Miracle on Ice,150.0,1981
One on One,122.0,2014
Rocky Marciano,100.0,1999
So This Is College,98.0,1929
The Gay Deception,77.0,1935
The Glory Stompers,85.0,1967
The Last Keepers,85.0,2013
The Naked Truth,91.0,1957
Bridgend,95.0,2015
Zurich,89.0,2015
You and the Night,92.0,2013
Papanasam,181.0,2015
Napoletani a Milano,0.0,1953
The Bad Education Movie,90.0,2015
Santa Baby,89.0,2006
The Unauthorized Saved by the Bell Story,88.0,2014
We Are Your Friends,96.0,2015
Soul Boys of the Western World,102.0,2014
2033,100.0,2010
Wild Combination: A Portrait of Arthur Russell,71.0,2008
For the Love of Money,93.0,2012
SoulBoy,0.0,2010
Hawks,110.0,1988
Marine Battleground,110.0,1963
Ga-ga: Glory to the Heroes,84.0,1986
War Room,120.0,2015
Shield of Straw,125.0,2013
Return to Ithaca,95.0,2014
Summertime,105.0,2015
Joseph: King of Dreams,74.0,2000
Screen Directors Playhouse:  Meet the Governor,30.0,1955
Tom and Jerry,30.0,1955
The Seine Meets Paris,31.0,1957
Hurricane of Fun: The Making of Wet Hot,64.0,2015
Legend,131.0,2015
Anesthesia,90.0,2016
The Outcasts,95.0,2017
Elephant Song,110.0,2014
Side Street Story,84.0,1951
Drishyam,163.0,2015
Phantom,136.0,2015
Assassin,78.0,1969
Animals,90.0,2014
Addicted to Fresno,85.0,2015
Queen of Earth,90.0,2015
Blind Man,94.0,2012
Deathgasm,86.0,2015
I Am Evel Knievel,94.0,2014
All the Boys Are Called Patrick,21.0,1959
Therapy for a Vampire,85.0,2014
Silent Heart,98.0,2014
Mr. & Mrs. Incredible,100.0,2011
Daughter of the Lake,87.0,2015
Dresden,180.0,2006
Grantham and Rose,90.0,2014
Days of Hope,395.0,1975
Shoot First And Pray You Live,110.0,2008
The Italian,78.0,1915
Nice Guy,89.0,2012
Childless,90.0,2015
The Danish Girl,120.0,2015
The Man Whose Mind Exploded,77.0,2014
Underdog,97.0,2014
Stag Night of the Dead,81.0,2010
Area 51,91.0,2015
Forbidden Area,90.0,1956
The Comedian,90.0,1957
Prototype,98.0,1992
Latin Lover,104.0,2015
Deaf Smith & Johnny Ears,91.0,1973
L♡DK,113.0,2014
Street Fighter Alpha - The Movie,100.0,1999
Cooties,88.0,2014
The Kung Fu Instructor,100.0,1979
Forgotten Tune for the Flute,134.0,1987
Station for Two,141.0,1982
A Summer to Remember,80.0,1960
Autumn Marathon,89.0,1979
The Most Charming and Attractive,89.0,1985
The Captivating Star of Happiness,167.0,1975
12 Chairs,290.0,1976
Ordinary Miracle,137.0,1978
Old Men: Robbers,92.0,1971
Carnival Night,78.0,1956
Old Hags,128.0,2000
The Garage,101.0,1979
A Key to the Bedroom,136.0,2003
Unbelievable Adventures of Italians in Russia,104.0,1974
Girl without an Address,90.0,1957
For the Matches,100.0,1980
It Can't Be!,100.0,1975
Incognito from St.Petersburg,91.0,1977
Sportloto-82,95.0,1982
Running the Sahara,102.0,2009
12 Chairs,161.0,1971
Steve Jobs: The Man in the Machine,129.0,2015
Inkubus,82.0,2011
Wasting Away,90.0,2007
Among Friends,80.0,2012
Ejecta,82.0,2014
"OMG, I'm a Robot!",90.0,2015
Broken Horses,101.0,2015
WTF,81.0,2014
Burnout,93.0,2014
Green Room,95.0,2016
Last Embrace,102.0,1979
"One-Two, Soldiers Were Going...",87.0,1976
The Overcoat,75.0,1959
The Adventures of Buratino,132.0,1975
Freeway: Crack in the System,103.0,2014
A Bunny's Tale,104.0,1985
A Diva's Christmas Carol,120.0,2000
The Dress,103.0,1996
Man Follows Birds,87.0,1976
Beasts of No Nation,137.0,2015
Earth's Golden Playground,106.0,2015
The Magic of Heineken,102.0,2014
Psychopathia Sexualis,102.0,2006
Limited Partnership,74.0,2014
Hell and Mr Fudge,95.0,2012
Gabriel,88.0,2014
The Reader,98.0,1988
Pernicious,90.0,2015
Red Knot,82.0,2014
Dirty Weekend,93.0,2015
The Activist,90.0,2014
The Rise of the Krays,110.0,2015
Dude Bro Party Massacre III,91.0,2015
Underdog Kids,94.0,2015
Glass Chin,87.0,2014
The Lady in the Van,104.0,2015
He Named Me Malala,87.0,2015
Bloodsucking Bastards,84.0,2015
KillerSaurus,75.0,2015
Blood Moon,90.0,2014
Hamtaro: The Captive Princess,55.0,2002
Hot Wheels Acceleracers: Ignition,60.0,2005
Pokémon the Movie: Kyurem vs. the Sword of Justice,71.0,2012
Pokémon: Zoroark: Master of Illusions,96.0,2010
...ing,104.0,2003
Meru,89.0,2015
Lost in the Stars,97.0,1974
6 Years,84.0,2015
To Save A Life,120.0,2009
Pod,76.0,2015
Contracted: Phase II,78.0,2015
A Little Thing Called Love,118.0,2010
Lost After Dark,85.0,2014
For Elise,75.0,2013
White Settlers,83.0,2014
Xenia,123.0,2014
Pokémon the Movie: Diancie and the Cocoon of Destruction,76.0,2014
Pokémon the Movie: Hoopa and the Clash of Ages,73.0,2015
Felicidades,100.0,2000
Snowglobe,120.0,2007
Varsity Blood,86.0,2014
Doomed,76.0,2007
Mrs. Miracle,90.0,2009
A Little Bit Zombie,87.0,2012
Santa Baby 2,90.0,2009
The Coed and the Zombie Stoner,91.0,2014
The Midwife,119.0,2015
Lasting,89.0,2013
Saving Christmas,80.0,2014
The Possessed,95.0,1965
Pride and Vengeance,100.0,1967
"Young, Violent, Dangerous",100.0,1976
City Under Siege,0.0,1974
The Double,88.0,1971
"10,000 Dollars for a Massacre",100.0,1967
Oscar,85.0,1967
Johnny Yuma,100.0,1966
La sedia della felicità,89.0,2013
Zid,128.0,2014
The Transporter Refueled,96.0,2015
Stan,59.0,2006
Redemption,26.0,2013
Artists Under the Big Top: Perplexed,103.0,1968
The Inextinguishable Fire,25.0,1969
Adrienn Pál,136.0,2011
The Fossil,200.0,1975
The Left Hand of the Law,101.0,1975
Too Much Johnson,66.0,1938
The Key to Reserva (La clave Reserva),9.0,2007
Picasso and Braque Go to the Movies,62.0,2008
Iron Man & Hulk: Heroes United,71.0,2013
The Lorax,25.0,1972
The Grinch Grinches the Cat in the Hat,25.0,1982
The Infernal Cakewalk,5.0,1903
La Vérité si je Mens ! 3,120.0,2012
Would I Lie to You? 2,105.0,2001
Tiger Orange,75.0,2014
Jenny's Wedding,94.0,2015
Bound to Vengeance,80.0,2015
Knock Knock,99.0,2015
Perfect Proposal,110.0,2015
The Surface,86.0,2014
The Conquest of Everest,78.0,1953
The Nightmare,90.0,2015
Welcome to Leith,85.0,2015
Fallen,84.0,2006
The Crossing,129.0,2014
In the Darkness of the Night,94.0,2004
Blood Thirst,74.0,1971
Alice in Wonderland,52.0,1915
Krampus: The Christmas Devil,83.0,2013
Unabomber: The True Story,97.0,1996
Parasite Dolls,85.0,2003
"Rabbit, Run",90.0,1970
Age of Cannibals,93.0,2014
"Aballay, the Man without Fear",100.0,2010
Man Down,92.0,2016
The Prophet,85.0,2014
The Blue Planet,400.0,2001
Banksy Does New York,79.0,2014
Convict's Code,62.0,1939
Dreaming of Space,90.0,2005
"Something, Anything",88.0,2015
The Missing Corpse,62.0,1945
Hitler,107.0,1962
The Negro Soldier,43.0,1944
Christmas Cupid,85.0,2010
Vamp U,100.0,2013
Mischief Night,88.0,2014
Unlucky Charms,70.0,2013
The Lottery,100.0,1996
Return to Halloweentown,88.0,2006
The Payoff,74.0,1942
Wish You Well,100.0,2013
All That I Am,82.0,2013
Sukeban Deka The Movie,93.0,1987
"Knock Knock, It's Tig Notaro",76.0,2015
Not My Life,120.0,2006
The Bridge,0.0,1999
Flash,90.0,1997
"What Next, Corporal Hargrove?",95.0,1945
Wolfy,88.0,2009
Silenced,125.0,2011
Small Town Folk,90.0,2007
Snow 2: Brain Freeze,86.0,2008
Devil's Den,84.0,2006
Female on the Beach,97.0,1955
The Pumpkin Karver,90.0,2006
Cornered!,86.0,2008
Killer Party,91.0,1986
Jersey Shore Massacre,88.0,2014
Rise of the Animals,70.0,2012
Twitches Too,83.0,2007
The House of Usher,80.0,2007
The Beauty Inside,127.0,2015
Life,112.0,2015
Children of God: Lost and Found,0.0,2007
Pourquoi Israël,185.0,1973
Daddy or Mommy,85.0,2015
Demolition,101.0,2016
Listening,100.0,2015
12 Rounds 3: Lockdown,90.0,2015
Beyond Darkness,95.0,1990
Eden Lodge,80.0,2015
Our Man in Tehran,85.0,2013
Robert the Doll,90.0,2015
Frau Müller muss weg!,0.0,2015
Romeos,94.0,2011
Gun Hill Road,86.0,2011
Middle Sexes: Redefining He and She,54.0,2005
American Poltergeist,77.0,2015
The Cutting Room,76.0,2015
Asylum of Satan,80.0,1972
Three on a Meathook,80.0,1973
The Zebra Killer,92.0,1974
Listen to Me Marlon,103.0,2015
Crab Trap,95.0,2010
Naked You Die,94.0,1968
Proteus,97.0,1995
Maléfique,90.0,2002
Stars 80,110.0,2012
Act of Violence,96.0,2008
Beaumarchais the Scoundrel,0.0,1996
The Snow Devils,90.0,1967
Lightning Bolt,90.0,1967
Killers Are Challenged,84.0,1966
The Long Hair of Death,96.0,1964
Devil of the Desert Against the Son of Hercules,114.0,1964
Battle of the Worlds,84.0,1961
Assignment: Outer Space,73.0,1960
Virtual Weapon,90.0,1997
Alien from the Deep,90.0,1989
Commando Leopard,103.0,1985
The Hunters of the Golden Cobra,95.0,1982
Invasion of the Flesh Hunters,96.0,1980
Killer Fish,95.0,1979
Death Rage,98.0,1976
Seven Dead in the Cat's Eye,95.0,1973
And God Said to Cain,93.0,1970
Vengeance,81.0,1968
Pelican Dreams,80.0,2014
Hal,60.0,2013
Snowden’s Great Escape,58.0,2015
Fool Circle,90.0,2014
Magallanes,109.0,2015
The Keeping Room,95.0,2014
Cigarette Burns,59.0,2005
We Are the Freaks,72.0,2014
Our Brand Is Crisis,108.0,2015
Attack on Titan II: End of the World,87.0,2015
Big Sky,95.0,2015
L'odore della notte,,1998
Agneepath,174.0,2012
Cocktail,144.0,2012
The Assassin,105.0,2015
The Gamechangers,90.0,2015
White Cannibal Queen,90.0,1980
Hercules in the Haunted World,91.0,1961
High-Rise,119.0,2015
The Night Before,101.0,2015
Into the Forest,101.0,2016
Time Out of Mind,120.0,2014
Winter Meeting,104.0,1948
The Princess of France,70.0,2014
Villegas,99.0,2012
First Spaceship on Venus,79.0,1960
Chain of Command,88.0,2015
A Perfect Man,103.0,2015
The Editor,95.0,2014
On Broadway,98.0,2007
Everest,121.0,2015
Puella Magi Madoka Magica the Movie Part III: Rebellion,116.0,2013
Puella Magi Madoka Magica the Movie Part II: Eternal,109.0,2012
Sukeban Deka the Movie 2: Counter-Attack from the Kazama Sisters,98.0,1988
The Brand New Testament,105.0,2015
You Carry Me,155.0,2015
Cut Snake,94.0,2015
The First Olympics: Athens 1896,237.0,1984
Last House in Istanbul,77.0,1974
Mean Frank and Crazy Tony,85.0,1973
Red Amnesia,116.0,2014
City Beneath the Sea,98.0,1971
Kebab Connection,96.0,2004
Buddenbrooks,151.0,2008
Keine Lieder über Liebe,98.0,2005
Hilde,137.0,2009
Monster Hunt,111.0,2015
Wild City,102.0,2015
The Rolling Stones: Cocksucker Blues,93.0,1972
Spotlight,128.0,2015
Viva,100.0,2015
Son of Saul,107.0,2015
Diane,97.0,1975
Funny Farm,93.0,1975
Burden of Evil,91.0,2012
Intruders,90.0,2016
Rabid Dogs,100.0,2015
Pawn Sacrifice,115.0,2015
Hardcore Henry,97.0,2015
Mega Snake,90.0,2007
Hunter × Hunter: Phantom Rouge,97.0,2013
"Remake, Remix, Rip-Off: About Copy Culture & Turkish Pop Cinema",96.0,2014
Il castello,0.0,2011
Hunter × Hunter: The Last Mission,97.0,2013
08/15,95.0,1954
Carmen,59.0,1915
Hanna's Journey,100.0,2014
Bon appétit,91.0,2010
"Killing Is My Business, Honey",109.0,2009
Call Girl of Cthulhu,92.0,2014
Roger Waters: The Wall,133.0,2014
Burnt,100.0,2015
Queen of the Desert,128.0,2015
Visions,80.0,2015
Nobody from Nowhere,118.0,2014
Heneral Luna,118.0,2015
Vem älskar Yngve Frej?,104.0,1973
Ryuzo and the Seven Henchmen,111.0,2015
The Saint of Gamblers,98.0,1995
Der Clown - Tag der Vergeltung,104.0,2005
Mary of Nazareth,0.0,1995
If I Were a Rich Man,105.0,2002
Fair Play,103.0,2006
The Ceremony,75.0,2014
A Stranger of Mine,98.0,2005
Miss Hokusai,90.0,2015
Being Canadian,89.0,2015
Dor,124.0,2006
Life Is Ruff,84.0,2005
Cow Belles,90.0,2006
Genius,82.0,1999
Teen Lust,80.0,2014
Scanner Cop,95.0,1994
The Timber,81.0,2015
Sriracha,30.0,2013
The Willies,92.0,1990
Evil Things,86.0,2009
Last Shift,88.0,2014
The Immortal Voyage of Captain Drake,0.0,2009
Fuck You Goethe 2,115.0,2015
Pay the Ghost,94.0,2015
A Million,114.0,2009
A Song of Lisbon,85.0,1933
Un mundo cuadrado,92.0,2012
Catch Me Daddy,112.0,2015
The Furthest End Awaits,118.0,2014
Flying Colors,117.0,2015
"Davy Crockett, Indian Scout",71.0,1950
Infinite,20.0,2012
The Brave Little Toaster to the Rescue,74.0,1997
Macropolis,8.0,2012
Oh Willy...,17.0,2013
The Legend of Seven Cutter,100.0,2006
Angry Harvest,101.0,1986
Naked Under the Moon,127.0,1999
Thunderbolt,85.0,1929
A Date with the Falcon,63.0,1942
Acolytes,91.0,2008
Any And Every Which Way,75.0,2010
Babes in Toyland,74.0,1997
Black River,86.0,2001
Varg Veum - Black Sheep,83.0,2011
Seashore,83.0,2015
Lootera,136.0,2013
Fire in Babylon,80.0,2011
Consolation Marriage,81.0,1931
Dear Mr. Gacy,103.0,2010
Death Machines,93.0,1976
Drunk Wedding,81.0,2015
Evidence,78.0,2011
Ghoul,86.0,2015
Ghoul,80.0,2012
Headspace,89.0,2005
Island of Love,113.0,1963
Legion,97.0,1998
Let Go,95.0,2011
Resurrection County,95.0,2008
The Rite,72.0,1969
Remains,88.0,2011
Stolen Identity,88.0,1953
Tango,88.0,1993
Devil Seed,93.0,2012
The Dark,92.0,1979
The Dark Hour,92.0,2006
The Fighting Lady,61.0,1944
The Lost,119.0,2006
The Love Light,89.0,1921
Arizona Colt,118.0,1966
The Phantom of Crestwood,76.0,1932
The Program,103.0,2015
The Red Kimona,77.0,1925
The Selling,92.0,2011
The Warrior Empress,105.0,1960
Trade Winds,93.0,1938
True Women,91.0,1997
Vanessa: Her Love Story,74.0,1935
Witchboard 2: The Devil's Doorway,98.0,1993
My Little Bride,115.0,2004
Young Bride,76.0,1932
Love Is in the Air,84.0,2011
White Rabbit,90.0,2013
The Silenced,99.0,2015
Alice in Earnestland,87.0,2015
The Classified File,108.0,2015
Helios,118.0,2015
Hollywood Adventures,0.0,2015
Hush Little Baby,89.0,2007
Carnival of Souls,90.0,1998
Full Out,94.0,2015
The Boys Club,91.0,1997
Apaharan,173.0,2005
Bangalore Days,172.0,2014
Ohm Shanthi Oshaana,130.0,2014
Baazigar,181.0,1993
Sparsh,145.0,1980
Alaipayuthey,156.0,2000
The Dirty Picture,144.0,2011
Garam Masala,142.0,2005
Chup Chup Ke,165.0,2006
Dulhe Raja,155.0,1998
Mr. & Mrs. Khiladi,0.0,1997
Vaaranam Aayiram,169.0,2008
Vedam,145.0,2010
Little Witch Academia,26.0,2013
A Small Act,88.0,2010
Cat Shit One,25.0,2010
Rabbit and Deer,17.0,2013
"Arab Cortege, Geneva",1.0,1896
The Mole at the Sea,5.0,2012
Paul Taylor Creative Domain,86.0,2014
1001 Grams,93.0,2014
Factory Girl,92.0,2013
Cemetery of Splendour,122.0,2015
Crumbs,68.0,2015
Much Loved,108.0,2015
